alias	existing_or_reason	candidate_target	source
TRY-GTA5-2	current_symbol	TRY-GTA5-4	hgnc_prev_symbol
TRY-GTA5-3	current_symbol	TRY-GTA5-5	hgnc_prev_symbol
TRY-GTA5-4	current_symbol	TRY-GTA5-1	hgnc_prev_symbol
TRY-GTA5-5	current_symbol	TRY-GTA5-2	hgnc_prev_symbol
TRY3	multiple_targets	PRSS3|PRSS3P3	hgnc_alias_symbol
TS	multiple_targets	CACNA1C|TBXAS1	hgnc_alias_symbol
TSBP	multiple_targets	CTR9|TSBP1	hgnc_alias_symbol
TSC	multiple_targets	SLC12A3|TESC	hgnc_alias_symbol
TSG	multiple_targets	RASEF|TWSG1	hgnc_alias_symbol
TSH1	multiple_targets	THNSL1|TSHZ1	hgnc_alias_symbol
TSH2	multiple_targets	THNSL2|TSHZ2	hgnc_alias_symbol
TSN	current_symbol	SND1	hgnc_alias_symbol
TSSK1	TSSK1B	TSSK1A	hgnc_alias_symbol
TTF1	current_symbol	NKX2-1	hgnc_alias_symbol
TTG1	multiple_targets	LMO1|ODR4	hgnc_alias_symbol
TTL	current_symbol	LINC00598	hgnc_alias_symbol
TTLL5	current_symbol	TTLL10	hgnc_prev_symbol
TTP	multiple_targets	ADAMTS13|ZFP36	hgnc_alias_symbol
TTY11	multiple_targets	TTTY11|TTTY12	hgnc_alias_symbol
TUBB	current_symbol	TUBB2A	hgnc_prev_symbol
TYRO4	EPHA3	EPHA5	hgnc_alias_symbol
U13	multiple_targets	SNORD13|SNORD13P1|SNORD13P2|SNORD13P3	hgnc_alias_symbol
U14	multiple_targets	SNORD14A|SNORD14B	hgnc_alias_symbol
U19	multiple_targets	EAF2|SNORA74A	hgnc_alias_symbol
U2	multiple_targets	RNU2-1|RNU2-2|RNU2-3P|RNU2-4P|RNU2-5P	hgnc_alias_symbol
U2AF1L4	current_symbol	IGFLR1	hgnc_prev_symbol
U3	multiple_targets	SNORD3A|SNORD3F|SNORD3P1|SNORD3P3|SNORD3P4	hgnc_alias_symbol
U3b2	multiple_targets	SNORD3B-1|SNORD3B-2	hgnc_alias_symbol
U4	multiple_targets	RNU4-1|RNU4-3P|RNU4-4P|RNU4-5P|RNU4-6P|RNU4-7P|RNU4-8P	hgnc_alias_symbol
U5B1	multiple_targets	RNU5A-1|RNU5B-1	hgnc_alias_symbol
U6	multiple_targets	RNU6-1|RNU6-50P	hgnc_alias_symbol
U62	multiple_targets	SNORD62A|SNORD62B	hgnc_alias_symbol
U87	multiple_targets	SCARNA5|SNORD87	hgnc_alias_symbol
UBC2	multiple_targets	UBE2A|UBE2B	hgnc_alias_symbol
UBC7	multiple_targets	UBE2G1|UBE2G2	hgnc_alias_symbol
UBXD10	multiple_targets	NSFL1C|UBXN1	hgnc_alias_symbol
uc.115	multiple_targets	LINC03179|LINC03180	hgnc_alias_symbol
uc.162	multiple_targets	LINC03194|LINC03195	hgnc_alias_symbol
uc.17	multiple_targets	LINC03166|LINC03167	hgnc_alias_symbol
uc.206	multiple_targets	LINC01162|LINC03188	hgnc_alias_symbol
uc.250	multiple_targets	LINC00583|LINC03190	hgnc_alias_symbol
uc.303	multiple_targets	LINC02681|LINC03191	hgnc_alias_symbol
uc.321	multiple_targets	LINC02751|LINC03196	hgnc_alias_symbol
uc.357	multiple_targets	SOX1-AS1|SOX1-OT	hgnc_alias_symbol
uc.362	multiple_targets	LINC02326|LINC02327|LINC03199	hgnc_alias_symbol
UCN2	current_symbol	UTS2	hgnc_alias_symbol
UFD2	multiple_targets	UBE4A|UBE4B	hgnc_alias_symbol
UFM1P1	current_symbol	UFM1P3	hgnc_prev_symbol
UGD	multiple_targets	UGDH|UXS1	hgnc_alias_symbol
UGT	multiple_targets	SLC35A2|UGT1A	hgnc_alias_symbol
UGT1	UGT1A1	SLC35A2	hgnc_alias_symbol
UGT1A	current_symbol	UGT1A1	hgnc_alias_symbol
UGT2B11	current_symbol	UGT2B4	hgnc_alias_symbol
ULG5	multiple_targets	LHCGR|SIL1	hgnc_alias_symbol
UNG2	multiple_targets	CCNO|UNG	hgnc_alias_symbol
UNR	multiple_targets	CSDE1|P2RY4	hgnc_alias_symbol
UP2	multiple_targets	UPK2|UPP2	hgnc_alias_symbol
UPA	multiple_targets	PLAU|PRAP1	hgnc_alias_symbol
URP	multiple_targets	UCN2|UNC50|UTS2B|ZRSR2	hgnc_alias_symbol
USE1	current_symbol	UBE2Z	hgnc_alias_symbol
USP10	current_symbol	USP32	hgnc_alias_symbol
USP12	current_symbol	USP12P1	hgnc_prev_symbol
USP12P2	current_symbol	USP12PX	hgnc_prev_symbol
USP12P3	current_symbol	USP12PY	hgnc_prev_symbol
USP16	current_symbol	USP21	hgnc_alias_symbol
USP21	current_symbol	USP25	hgnc_alias_symbol
USP31	current_symbol	USP48	hgnc_prev_symbol
UT2	multiple_targets	ARMH4|SLC14A2	hgnc_alias_symbol
V1S5P	multiple_targets	TRGV5P|TRGV6	hgnc_alias_symbol
VARS2	current_symbol	VARS1	hgnc_prev_symbol
VAT1	current_symbol	SLC18A1	hgnc_prev_symbol
VAT1	current_symbol	SLC18A1	hgnc_withdrawn
VATB	multiple_targets	ATP6V1B1|ATP6V1B2	hgnc_alias_symbol
VDAC3	current_symbol	VDAC1P5	hgnc_prev_symbol
VINC	multiple_targets	NEAT1|VCL	hgnc_alias_symbol
VIP	current_symbol	CPAMD8	hgnc_alias_symbol
Vma10	multiple_targets	ATP6V1G1|ATP6V1G2|ATP6V1G3	hgnc_alias_symbol
Vma2	multiple_targets	ATP6V1B1|ATP6V1B2	hgnc_alias_symbol
Vph1	multiple_targets	ATP6V0A1|ATP6V0A2|ATP6V0A4	hgnc_alias_symbol
VPP2	ATP6V1A	ATP6V0A4	hgnc_alias_symbol
VPP3	multiple_targets	ATP6V1B1|ATP6V1B2	hgnc_prev_symbol
VR1	TRPV1	VTRNA1-1	hgnc_alias_symbol
VRP	multiple_targets	TBC1D8|VEGFC	hgnc_alias_symbol
VWS1	multiple_targets	CAMK1G|IRF6	hgnc_alias_symbol
WAGR	multiple_targets	PAX6|WT1	hgnc_alias_symbol
WBP1	current_symbol	DDOST	hgnc_alias_symbol
WBSCR20B	multiple_targets	NSUN5P1|NSUN5P2	hgnc_alias_symbol
WDR11	current_symbol	PHIP	hgnc_prev_symbol
WDR82	current_symbol	WDR82P1	hgnc_prev_symbol
XAP4	multiple_targets	POLR2E|RBCK1	hgnc_alias_symbol
XBP1	current_symbol	XBP1P1	hgnc_prev_symbol
XCE	current_symbol	ECEL1	hgnc_alias_symbol
XDH	current_symbol	SORD	hgnc_alias_symbol
YDR084C	multiple_targets	TVP23A|TVP23B	hgnc_alias_symbol
YMR292W	multiple_targets	GOLT1A|GOLT1B	hgnc_alias_symbol
ZAC	multiple_targets	PLAGL1|ZACN	hgnc_alias_symbol
ZAP	multiple_targets	YLPM1|ZC3HAV1	hgnc_alias_symbol
Zfp27	multiple_targets	ZNF585A|ZNF585B	hgnc_alias_symbol
ZIN	multiple_targets	RNF216|STRN4	hgnc_alias_symbol
ZIP	multiple_targets	DAPK3|ZGPAT	hgnc_alias_symbol
ZIP4	multiple_targets	SLC39A4|TEX11	hgnc_alias_symbol
ZNF20	current_symbol	ZNF121	hgnc_alias_symbol
ZNF230	current_symbol	RNF141	hgnc_alias_symbol
ZNF322	current_symbol	ZNF322P1	hgnc_prev_symbol
ZNF422	multiple_targets	PHF8|ZNF22	hgnc_alias_symbol
ZNF474	current_symbol	ZNF106	hgnc_alias_symbol
ZNF475	current_symbol	ZFP1	hgnc_alias_symbol
ZNF72	ZNF72BP	ZNF72AP	hgnc_alias_symbol
ZNT8	multiple_targets	SLC30A10|SLC30A8	hgnc_alias_symbol
ZRC1	multiple_targets	SLC30A1|SLC30A10	hgnc_alias_symbol
ZYG11	ZYG11B	ZYG11A	hgnc_alias_symbol
